#    cosmoconstant           spin          outerhorizon
0.000270270270270    0.000001000000000     2.000721501056000
0.055585585585585    0.000001000000000     2.196297292269880
0.110900900900901    0.000001000000000     2.927096463415610
0.111111118807623    0.000558308773200     2.999999798214990
0.114428825070664    0.358098171149299     2.926683949860130
0.123536959921452    0.651699040888624     2.737597840378320
0.133361118251463    0.819208923502734     2.549631700038230
0.163697136812250    1.084316041452500     1.365386957734230
0.138717960656528    1.064058618676760     1.242383310358070
0.176561546116680    1.099109889787470     1.533579383180850
0.176553781280673    1.099098451601590     1.533318695928500
0.176639516552300    1.098719289985080     1.706387563878930
0.176802288184282    1.099073719110850     1.698809985495590
0.176596648916486    1.098908870793340     1.619142700544890
0.176701092133268    1.099145042050790     1.607520481856440
0.176758033176838    1.099123064611090     1.638632389331270
0.176575215098579    1.099003661197460     1.589200248402550
0.176595135401206    1.099078732952210     1.577881936582260
0.027927927927928    0.000001000000000     2.084293499112630
0.079650900900901    0.000001000000000     2.340330699351560
0.095275900900901    0.000001000000000     2.490727667237520
0.103088400900901    0.000001000000000     2.613220751167130
0.004042803229895    1.001356775397510     1.004086316625580
0.001323865240846    1.000092640657540     1.027810716821960
0.000798786588322    0.999363992181220     1.043319253308290
0.003448391419542    0.998008149316095     1.083094079321590
0.002227056298373    0.998888267810187     1.063314074024140
0.001198026163318    0.998180718287389     1.067884664861350
0.000942547585383    0.996848986300414     1.084221565375860
0.003000237431063    0.993921460416604     1.122273977490470
0.002261243289800    0.997286380007903     1.085738162175700
0.001688928232608    0.995186685789665     1.105478207753130
0.000982554514713    0.995868235154069     1.095435007167370
0.003745383606943    0.999707762516078     1.059662331954880
0.003924406303830    0.995888031474643     1.108519884720220
0.003184877116883    0.998929951043477     1.068807622486220
0.003328729686786    0.996867785495531     1.095804697940230
0.002418036721650    0.996115797459281     1.099488805583280
0.002821603496067    0.995048468487687     1.111649665218110
0.014099099099099    0.000001000000000     2.039892568138830
0.000648916394746    0.994815618983579     1.104522604224120
0.001500618715531    0.993516644127534     1.119707840244160
0.002094879144152    0.994295274355086     1.115397600337250
0.000542023881638    0.992945618455334     1.120696860781890
0.002078987217913    0.991455601511224     1.138060014559280
0.001511617713728    0.992408058645991     1.128749471398540
0.002862861193174    0.992567764488376     1.132610859888730
0.006114390108399    0.989443697767715     1.165761901488740
0.006310299088059    0.992901729000375     1.142986857706710
0.004250221378762    0.990757599940937     1.150749099344900
0.004553129424372    0.993080050699285     1.135053823098180
0.003273677071024    0.991445887255162     1.142457169382410
0.003601081109383    0.993176666795318     1.130673772114130
0.004343218023979    0.991926449684130     1.142871932053050
0.005922417541112    0.991212680175968     1.153537649075640
0.005365292009293    0.992336369631595     1.143635699537080
0.003231249855052    1.000666008873720     1.032242610764670
0.002621495475875    0.999837950949203     1.048370907045700
0.008125164127267    0.998066680126532     1.105893764248170
0.007184684684685    0.000001000000000     2.019731840413150
0.005614502861781    0.994792076102150     1.125447847411890
0.005286714981343    0.990248785024651     1.157765342273260
0.002542817777218    0.987634159655431     1.165115306713670
0.004466122684402    0.988577177847104     1.165651486211280
0.005148971709375    0.989279185174429     1.163543721649860
0.011197836896969    0.990890268650717     1.174007544548250
0.006407127535891    1.000146521597850     1.070417190353470
0.003727477477477    0.000001000000000     2.010091158628660
0.004281915357740    0.994433203333086     1.123100864258510
0.004757342761159    0.995321375885456     1.117338217527890
0.006302256972393    0.996864542909444     1.109618199041050
0.005712719551578    0.995909832609375     1.116062933965810
0.004815953538849    0.997288186857789     1.098382199577660
0.008021046089454    0.995143807764262     1.132197951802300
0.006957683764964    0.995800438243818     1.122301471023600
0.008186575662780    0.996601201917552     1.120364500089210
0.005969967579378    0.998517825536836     1.090172089641640
0.007323543553077    0.997299062005490     1.109960338586250
0.007064294512852    0.998372168416427     1.097444974565930
0.012729317984806    0.995347143725391     1.149107533670740
0.005709933517516    0.997605527555255     1.099253045188220
0.004638899472571    0.998610691386560     1.081851331374730
0.005373276518206    0.999551001291357     1.073024586473990
0.004379787527662    1.000478139324970     1.049207462872760
0.009411158928219    0.997386544483880     1.118461175080770
0.010864657174559    0.997447453993572     1.124250756762130
0.010225377964583    0.995329683709863     1.139459122548110
0.010025323023481    1.000103642776910     1.092415656287040
0.010176341230159    0.996499859070874     1.129655468310100
0.009146828277911    0.995870601725197     1.130736706653210
0.011472957306592    0.995968079227474     1.139342054178090
0.009350747340397    0.998828160701143     1.103709743943190
0.010107702257478    0.998137807347358     1.114392668592240
0.011762227610596    0.999191784774569     1.111519264164950
0.008217629446856    1.000243568451870     1.080256455709580
0.007867886093471    0.999168016183082     1.092307807559910
0.012990329076392    0.997456753276120     1.133245179046730
0.009091132112099    0.999781591236922     1.091340908602290
0.011929381261493    0.997020504997001     1.132519881690310
0.012800889410497    0.996409240114986     1.141141363091470
0.012095247622775    0.998125348002668     1.123440803269260
0.016327281187030    0.996312388945146     1.155864713605840
0.014571476220502    0.996629921095172     1.146501559973520
0.005501363064932    0.993677204384381     1.134041703119060
0.003204809112704    0.988716833736243     1.160573023067800
0.004088268967666    0.989627830101873     1.157713772425170
0.008016361938463    0.983824924061582     1.203573896995790
0.008586919067066    0.991489852767044     1.161067690728890
0.174659480899627    1.095963169560930     1.573242537656550
0.004813603333610    0.996305759848482     1.108413538961590
0.020697306946809    0.991245503865177     1.204409252269690
